The Launceston Preparatory School,2009,489,493,512,494,483
The Launceston Preparatory School,2010,575,488,501,552,588
The Launceston Preparatory School,2011,567,537,510,570,517
The Launceston Preparatory School,2012,590,538,552,589,568
The Launceston Preparatory School,2013,580,519,513,595,547
The Launceston Preparatory School,2014,584,510,537,571,539
Launceston Christian School,2008,477,497,455,505,516
Launceston Christian School,2009,523,507,507,522,498
Launceston Christian School,2010,510,492,478,491,493
Launceston Christian School,2011,498,470,487,517,504
Launceston Christian School,2012,506,483,501,511,512
Launceston Christian School,2013,509,473,485,512,504
Launceston Christian School,2014,529,451,499,522,493
St Thomas More's Catholic School,2008,512,527,494,532,496
St Thomas More's Catholic School,2009,508,489,510,513,477
St Thomas More's Catholic School,2010,543,479,520,546,525
St Thomas More's Catholic School,2011,547,523,518,538,523
St Thomas More's Catholic School,2012,528,514,516,511,489
St Thomas More's Catholic School,2013,526,491,501,502,481
St Thomas More's Catholic School,2014,516,487,517,518,494
Scotch Oakburn Primary Campus,2008,525,530,516,562,520
Scotch Oakburn Primary Campus,2009,530,479,487,535,497
Scotch Oakburn Primary Campus,2010,559,502,524,560,546
Scotch Oakburn Primary Campus,2011,559,517,509,554,547
Scotch Oakburn Primary Campus,2012,543,541,520,521,550
Scotch Oakburn Primary Campus,2013,559,545,539,537,528
Scotch Oakburn Primary Campus,2014,563,503,527,543,535
Waverley Primary,2008,421,432,418,443,421
Waverley Primary,2009,441,441,437,448,457
Waverley Primary,2010,429,437,441,429,446
Waverley Primary,2011,463,465,459,484,443
Waverley Primary,2012,460,455,447,439,467
Waverley Primary,2013,456,434,448,435,432
Waverley Primary,2014,458,426,450,434,445
St Anthony's Catholic School,2008,513,452,480,487,477
St Anthony's Catholic School,2009,510,507,497,511,482
St Anthony's Catholic School,2010,509,466,509,504,515
St Anthony's Catholic School,2011,483,464,477,487,480
St Anthony's Catholic School,2012,496,500,498,486,502
St Anthony's Catholic School,2013,514,485,503,489,491
St Anthony's Catholic School,2014,506,438,501,486,502
LC Grammar Primary Campus,2008,533,521,502,526,510
LC Grammar Primary Campus,2009,531,493,505,509,516
LC Grammar Primary Campus,2010,530,496,515,522,514
LC Grammar Primary Campus,2011,502,481,486,505,500
LC Grammar Primary Campus,2012,517,468,509,496,514
LC Grammar Primary Campus,2013,528,485,507,519,514
LC Grammar Primary Campus,2014,559,507,528,547,531
